Job Title,Company,Industry,City,Experience,Employment Type,Work Mode,Company Email,Description,Posted Date
Bank Clerk,ICICI Bank,Banking & Finance,Ahmedabad,1-3 Years,Full Time,On-site,careers@icicibank.com,Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2025-12-09
Accountant,ICICI Bank,Banking & Finance,Ahmedabad,5+ Years,Full Time,Remote,careers@icicibank.com,Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion.,2025-12-11
Loan Officer,ICICI Bank,Banking & Finance,Chennai,Fresher,Full Time,On-site,careers@icicibank.com,Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management.,2025-12-12
Accountant,ICICI Bank,Banking & Finance,Indore,5+ Years,Full Time,Remote,careers@icicibank.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Support various tasks across teams as required.,2025-12-19
Accountant,ICICI Bank,Banking & Finance,Hyderabad,Fresher,Part Time,Remote,careers@icicibank.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards.,2025-12-20
Accountant,ICICI Bank,Banking & Finance,Patna,1-3 Years,Part Time,On-site,careers@icicibank.com,Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2025-12-23
Accountant,ICICI Bank,Banking & Finance,Nagpur,3-5 Years,Full Time,On-site,careers@icicibank.com,Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines.,2025-12-27
Loan Officer,ICICI Bank,Banking & Finance,Pune,0-1 Years,Full Time,On-site,careers@icicibank.com,Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management.,2025-12-28
Loan Officer,ICICI Bank,Banking & Finance,Gurgaon,0-1 Years,Full Time,On-site,careers@icicibank.com,Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management.,2026-01-05
Accountant,ICICI Bank,Banking & Finance,Chennai,5+ Years,Full Time,Remote,careers@icicibank.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines.,2026-01-06
Bank Clerk,ICICI Bank,Banking & Finance,Lucknow,5+ Years,Full Time,On-site,careers@icicibank.com,Support various tasks across teams as required. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2026-01-08
Bank Clerk,ICICI Bank,Banking & Finance,Bhopal,3-5 Years,Full Time,On-site,careers@icicibank.com,Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion.,2026-01-09
Bank Clerk,ICICI Bank,Banking & Finance,Hyderabad,5+ Years,Full Time,On-site,careers@icicibank.com,Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Coordinate with team members and report progress to management. Follow company policies and maintain quality standards.,2026-01-20
Data Analyst,Infosys,IT Services,Delhi,0-1 Years,Full Time,Hybrid,careers@infosys.com,Implement data cleaning and transformation pipelines. Analyze large datasets to extract actionable insights. Work with stakeholders to understand data requirements. Ensure data accuracy and maintain database integrity.,2025-11-25
Graphic Designer,Infosys,IT Services,Bengaluru,3-5 Years,Full Time,On-site,careers@infosys.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management.,2025-12-03
Graphic Designer,Infosys,IT Services,Pune,0-1 Years,Full Time,On-site,careers@infosys.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Support various tasks across teams as required.,2025-12-10
Data Analyst,Infosys,IT Services,Patna,0-1 Years,Contract,On-site,careers@infosys.com,Ensure data accuracy and maintain database integrity. Work with stakeholders to understand data requirements. Analyze large datasets to extract actionable insights. Create dashboards and reports to support business decisions.,2025-12-17
HR Executive,Infosys,IT Services,Indore,0-1 Years,Full Time,On-site,careers@infosys.com,"Coordinate HR policies, payroll support, and compliance. Assist in employee engagement and performance management. Support training and development initiatives. Maintain records of employee attendance and leave.",2025-12-22
Software Engineer,Infosys,IT Services,Mumbai,0-1 Years,Internship,Remote,careers@infosys.com,"Design, develop, and maintain scalable software applications. Collaborate with cross-functional teams to implement new features. Debug, test, and optimize code for high performance. Participate in code reviews and improve development standards.",2025-12-22
Graphic Designer,Infosys,IT Services,Ahmedabad,3-5 Years,Full Time,On-site,careers@infosys.com,Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2025-12-27
HR Executive,Infosys,IT Services,Mumbai,1-3 Years,Full Time,On-site,careers@infosys.com,"Assist in employee engagement and performance management. Maintain records of employee attendance and leave. Support training and development initiatives. Manage recruitment, onboarding, and employee documentation.",2025-12-31
Digital Marketing Executive,Infosys,IT Services,Gurgaon,3-5 Years,Full Time,On-site,careers@infosys.com,Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management.,2026-01-09
Graphic Designer,Infosys,IT Services,Lucknow,Fresher,Full Time,On-site,careers@infosys.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2026-01-17
Mechanical Engineer,L&T,Construction,Kolkata,Fresher,Full Time,On-site,careers@l&t.com,Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2025-11-21
Mechanical Engineer,L&T,Construction,Chennai,1-3 Years,Full Time,On-site,careers@l&t.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2025-11-26
Electrical Technician,L&T,Construction,Ahmedabad,5+ Years,Full Time,On-site,careers@l&t.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards.,2025-12-03
Site Supervisor,L&T,Construction,Delhi,0-1 Years,Full Time,On-site,careers@l&t.com,Coordinate with engineers and contractors. Monitor project progress and report to management. Schedule labor and resources efficiently to meet deadlines. Ensure safety standards and material quality.,2025-12-06
Mechanical Engineer,L&T,Construction,Kolkata,0-1 Years,Full Time,On-site,careers@l&t.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2025-12-20
Civil Engineer,L&T,Construction,Indore,Fresher,Full Time,On-site,careers@l&t.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards.,2025-12-22
Site Supervisor,L&T,Construction,Patna,0-1 Years,Full Time,On-site,careers@l&t.com,Ensure safety standards and material quality. Supervise construction activities at the site. Schedule labor and resources efficiently to meet deadlines. Monitor project progress and report to management.,2025-12-22
Site Supervisor,L&T,Construction,Chennai,1-3 Years,Contract,On-site,careers@l&t.com,Ensure safety standards and material quality. Coordinate with engineers and contractors. Supervise construction activities at the site. Schedule labor and resources efficiently to meet deadlines.,2025-12-25
Project Coordinator,L&T,Construction,Bhopal,3-5 Years,Full Time,On-site,careers@l&t.com,Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required.,2025-12-27
Site Supervisor,L&T,Construction,Gurgaon,1-3 Years,Contract,On-site,careers@l&t.com,Schedule labor and resources efficiently to meet deadlines. Ensure safety standards and material quality. Coordinate with engineers and contractors. Supervise construction activities at the site.,2025-12-31
Site Supervisor,L&T,Construction,Nagpur,Fresher,Contract,On-site,careers@l&t.com,Schedule labor and resources efficiently to meet deadlines. Ensure safety standards and material quality. Supervise construction activities at the site. Coordinate with engineers and contractors.,2026-01-02
Electrical Technician,L&T,Construction,Bengaluru,3-5 Years,Full Time,On-site,careers@l&t.com,Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines.,2026-01-11
Mechanical Engineer,L&T,Construction,Pune,5+ Years,Full Time,On-site,careers@l&t.com,Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines.,2026-01-12
Electrical Technician,L&T,Construction,Jaipur,3-5 Years,Full Time,On-site,careers@l&t.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Follow company policies and maintain quality standards.,2026-01-15
Mechanical Engineer,L&T,Construction,Bengaluru,Fresher,Full Time,On-site,careers@l&t.com,Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management.,2026-01-16
Project Coordinator,L&T,Construction,Bhopal,Fresher,Full Time,On-site,careers@l&t.com,Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Support various tasks across teams as required.,2026-01-19
Warehouse Manager,Mahindra & Mahindra,Logistics,Mumbai,3-5 Years,Full Time,On-site,careers@mahindra&mahindra.com,Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management.,2025-11-21
Supply Chain Analyst,Mahindra & Mahindra,Logistics,Noida,3-5 Years,Full Time,On-site,careers@mahindra&mahindra.com,Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines.,2025-11-23
Supply Chain Analyst,Mahindra & Mahindra,Logistics,Kolkata,3-5 Years,Full Time,On-site,careers@mahindra&mahindra.com,Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion.,2025-11-27
Supply Chain Analyst,Mahindra & Mahindra,Logistics,Ahmedabad,3-5 Years,Full Time,On-site,careers@mahindra&mahindra.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Support various tasks across teams as required.,2025-12-03
Warehouse Manager,Mahindra & Mahindra,Logistics,Ahmedabad,5+ Years,Full Time,On-site,careers@mahindra&mahindra.com,Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required.,2025-12-17
Warehouse Manager,Mahindra & Mahindra,Logistics,Gurgaon,5+ Years,Full Time,On-site,careers@mahindra&mahindra.com,Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Support various tasks across teams as required.,2025-12-20
Operations Executive,Mahindra & Mahindra,Logistics,Noida,0-1 Years,Contract,Hybrid,careers@mahindra&mahindra.com,Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion.,2025-12-26
Warehouse Manager,Mahindra & Mahindra,Logistics,Patna,5+ Years,Full Time,On-site,careers@mahindra&mahindra.com,Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required.,2025-12-28
Operations Executive,Mahindra & Mahindra,Logistics,Lucknow,3-5 Years,Contract,Hybrid,careers@mahindra&mahindra.com,Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Support various tasks across teams as required.,2026-01-05
Warehouse Manager,Mahindra & Mahindra,Logistics,Chennai,3-5 Years,Full Time,On-site,careers@mahindra&mahindra.com,Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Follow company policies and maintain quality standards.,2026-01-07
Digital Marketing Executive,Reliance Industries,IT Services,Gurgaon,3-5 Years,Full Time,On-site,careers@relianceindustries.com,Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Support various tasks across teams as required.,2025-11-23
HR Executive,Reliance Industries,IT Services,Pune,0-1 Years,Full Time,On-site,careers@relianceindustries.com,"Assist in employee engagement and performance management. Maintain records of employee attendance and leave. Coordinate HR policies, payroll support, and compliance. Support training and development initiatives.",2025-11-25
HR Executive,Reliance Industries,IT Services,Pune,3-5 Years,Full Time,On-site,careers@relianceindustries.com,"Maintain records of employee attendance and leave. Coordinate HR policies, payroll support, and compliance. Support training and development initiatives. Manage recruitment, onboarding, and employee documentation.",2025-11-26
Digital Marketing Executive,Reliance Industries,IT Services,Bengaluru,3-5 Years,Full Time,On-site,careers@relianceindustries.com,Support various tasks across teams as required. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2025-11-27
Digital Marketing Executive,Reliance Industries,IT Services,Gurgaon,5+ Years,Full Time,On-site,careers@relianceindustries.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines.,2025-11-29
HR Executive,Reliance Industries,IT Services,Noida,3-5 Years,Full Time,On-site,careers@relianceindustries.com,"Manage recruitment, onboarding, and employee documentation. Assist in employee engagement and performance management. Maintain records of employee attendance and leave. Support training and development initiatives.",2025-12-06
Graphic Designer,Reliance Industries,IT Services,Bhopal,5+ Years,Full Time,On-site,careers@relianceindustries.com,Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management.,2025-12-06
Data Analyst,Reliance Industries,IT Services,Jaipur,5+ Years,Contract,On-site,careers@relianceindustries.com,Implement data cleaning and transformation pipelines. Analyze large datasets to extract actionable insights. Create dashboards and reports to support business decisions. Work with stakeholders to understand data requirements.,2025-12-12
UI/UX Designer,Reliance Industries,IT Services,Patna,Fresher,Full Time,On-site,careers@relianceindustries.com,Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required.,2025-12-12
Software Engineer,Reliance Industries,IT Services,Ahmedabad,5+ Years,Contract,Hybrid,careers@relianceindustries.com,"Design, develop, and maintain scalable software applications. Write technical documentation and ensure proper version control. Collaborate with cross-functional teams to implement new features. Debug, test, and optimize code for high performance.",2025-12-12
Software Engineer,Reliance Industries,IT Services,Delhi,3-5 Years,Contract,Remote,careers@relianceindustries.com,"Design, develop, and maintain scalable software applications. Participate in code reviews and improve development standards. Debug, test, and optimize code for high performance. Write technical documentation and ensure proper version control.",2025-12-13
HR Executive,Reliance Industries,IT Services,Bengaluru,3-5 Years,Full Time,On-site,careers@relianceindustries.com,"Coordinate HR policies, payroll support, and compliance. Maintain records of employee attendance and leave. Assist in employee engagement and performance management. Manage recruitment, onboarding, and employee documentation.",2025-12-30
HR Executive,Reliance Industries,IT Services,Jaipur,5+ Years,Full Time,On-site,careers@relianceindustries.com,"Assist in employee engagement and performance management. Support training and development initiatives. Coordinate HR policies, payroll support, and compliance. Manage recruitment, onboarding, and employee documentation.",2026-01-05
Software Engineer,Reliance Industries,IT Services,Bengaluru,Fresher,Internship,Remote,careers@relianceindustries.com,"Design, develop, and maintain scalable software applications. Collaborate with cross-functional teams to implement new features. Debug, test, and optimize code for high performance. Participate in code reviews and improve development standards.",2026-01-11
Data Analyst,Reliance Industries,IT Services,Bhopal,5+ Years,Contract,On-site,careers@relianceindustries.com,Work with stakeholders to understand data requirements. Implement data cleaning and transformation pipelines. Analyze large datasets to extract actionable insights. Create dashboards and reports to support business decisions.,2026-01-11
UI/UX Designer,Reliance Industries,IT Services,Gurgaon,0-1 Years,Full Time,On-site,careers@relianceindustries.com,Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management.,2026-01-12
Data Analyst,Reliance Industries,IT Services,Delhi,5+ Years,Full Time,Hybrid,careers@relianceindustries.com,Work with stakeholders to understand data requirements. Ensure data accuracy and maintain database integrity. Create dashboards and reports to support business decisions. Implement data cleaning and transformation pipelines.,2026-01-16
Software Engineer,Reliance Industries,IT Services,Pune,Fresher,Internship,On-site,careers@relianceindustries.com,"Design, develop, and maintain scalable software applications. Collaborate with cross-functional teams to implement new features. Participate in code reviews and improve development standards. Write technical documentation and ensure proper version control.",2026-01-16
HR Executive,Reliance Industries,IT Services,Lucknow,5+ Years,Full Time,On-site,careers@relianceindustries.com,"Manage recruitment, onboarding, and employee documentation. Assist in employee engagement and performance management. Support training and development initiatives. Coordinate HR policies, payroll support, and compliance.",2026-01-17
Digital Marketing Executive,Reliance Industries,IT Services,Kolkata,Fresher,Full Time,On-site,careers@relianceindustries.com,Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management.,2026-01-17
Operations Executive,Swiggy,Retail,Jaipur,Fresher,Full Time,On-site,careers@swiggy.com,Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines.,2025-11-22
Warehouse Manager,Swiggy,Retail,Lucknow,3-5 Years,Full Time,On-site,careers@swiggy.com,Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management.,2025-11-23
Customer Support Executive,Swiggy,Retail,Hyderabad,5+ Years,Full Time,On-site,careers@swiggy.com,Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines.,2025-11-30
Customer Support Executive,Swiggy,Retail,Chennai,Fresher,Full Time,On-site,careers@swiggy.com,Support various tasks across teams as required. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion.,2025-11-30
Operations Executive,Swiggy,Retail,Kolkata,3-5 Years,Full Time,On-site,careers@swiggy.com,Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management.,2025-12-02
Operations Executive,Swiggy,Retail,Jaipur,3-5 Years,Full Time,On-site,careers@swiggy.com,Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion.,2025-12-03
Customer Support Executive,Swiggy,Retail,Chennai,Fresher,Full Time,On-site,careers@swiggy.com,Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required.,2025-12-03
Operations Executive,Swiggy,Retail,Ahmedabad,1-3 Years,Full Time,Hybrid,careers@swiggy.com,Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Support various tasks across teams as required.,2025-12-05
Customer Support Executive,Swiggy,Retail,Ahmedabad,1-3 Years,Full Time,On-site,careers@swiggy.com,Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management.,2025-12-12
Customer Support Executive,Swiggy,Retail,Hyderabad,Fresher,Full Time,On-site,careers@swiggy.com,Support various tasks across teams as required. Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines.,2025-12-15
Warehouse Manager,Swiggy,Retail,Mumbai,1-3 Years,Full Time,On-site,careers@swiggy.com,Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Coordinate with team members and report progress to management.,2025-12-19
Warehouse Manager,Swiggy,Retail,Kolkata,5+ Years,Full Time,On-site,careers@swiggy.com,Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Follow company policies and maintain quality standards.,2025-12-23
Sales Manager,Swiggy,Retail,Nagpur,5+ Years,Full Time,On-site,careers@swiggy.com,Prepare sales reports and presentations for management. Achieve monthly targets and lead the sales team. Develop sales strategies and manage client relationships. Analyze market trends and customer needs.,2025-12-30
Customer Support Executive,Swiggy,Retail,Noida,3-5 Years,Full Time,On-site,careers@swiggy.com,Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Support various tasks across teams as required.,2026-01-07
Operations Executive,Swiggy,Retail,Hyderabad,3-5 Years,Full Time,Hybrid,careers@swiggy.com,Support various tasks across teams as required. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards. Coordinate with team members and report progress to management.,2026-01-10
Warehouse Manager,Swiggy,Retail,Hyderabad,5+ Years,Full Time,On-site,careers@swiggy.com,Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2026-01-10
Warehouse Manager,Swiggy,Retail,Gurgaon,5+ Years,Full Time,On-site,careers@swiggy.com,Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Coordinate with team members and report progress to management. Support various tasks across teams as required.,2026-01-13
Sales Manager,Swiggy,Retail,Bhopal,1-3 Years,Full Time,On-site,careers@swiggy.com,Negotiate contracts and maintain customer satisfaction. Prepare sales reports and presentations for management. Analyze market trends and customer needs. Develop sales strategies and manage client relationships.,2026-01-20
Data Analyst,Tata Group,IT Services,Ahmedabad,0-1 Years,Contract,Remote,careers@tatagroup.com,Analyze large datasets to extract actionable insights. Create dashboards and reports to support business decisions. Ensure data accuracy and maintain database integrity. Implement data cleaning and transformation pipelines.,2025-11-25
Graphic Designer,Tata Group,IT Services,Mumbai,3-5 Years,Full Time,On-site,careers@tatagroup.com,Coordinate with team members and report progress to management. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Follow company policies and maintain quality standards.,2025-11-26
Digital Marketing Executive,Tata Group,IT Services,Bengaluru,3-5 Years,Full Time,On-site,careers@tatagroup.com,Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion. Follow company policies and maintain quality standards.,2025-12-01
Graphic Designer,Tata Group,IT Services,Noida,Fresher,Full Time,On-site,careers@tatagroup.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Handle assigned responsibilities and ensure timely task completion.,2025-12-02
Data Analyst,Tata Group,IT Services,Kolkata,5+ Years,Full Time,Hybrid,careers@tatagroup.com,Implement data cleaning and transformation pipelines. Work with stakeholders to understand data requirements. Analyze large datasets to extract actionable insights. Ensure data accuracy and maintain database integrity.,2025-12-05
Software Engineer,Tata Group,IT Services,Noida,Fresher,Internship,On-site,careers@tatagroup.com,"Participate in code reviews and improve development standards. Debug, test, and optimize code for high performance. Write technical documentation and ensure proper version control. Design, develop, and maintain scalable software applications.",2025-12-11
Data Analyst,Tata Group,IT Services,Gurgaon,3-5 Years,Contract,On-site,careers@tatagroup.com,Ensure data accuracy and maintain database integrity. Create dashboards and reports to support business decisions. Implement data cleaning and transformation pipelines. Work with stakeholders to understand data requirements.,2025-12-12
Software Engineer,Tata Group,IT Services,Chennai,1-3 Years,Full Time,On-site,careers@tatagroup.com,"Write technical documentation and ensure proper version control. Debug, test, and optimize code for high performance. Participate in code reviews and improve development standards. Design, develop, and maintain scalable software applications.",2025-12-20
Data Analyst,Tata Group,IT Services,Kolkata,0-1 Years,Full Time,On-site,careers@tatagroup.com,Create dashboards and reports to support business decisions. Work with stakeholders to understand data requirements. Analyze large datasets to extract actionable insights. Implement data cleaning and transformation pipelines.,2025-12-25
UI/UX Designer,Tata Group,IT Services,Jaipur,5+ Years,Full Time,On-site,careers@tatagroup.com,Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management. Follow company policies and maintain quality standards. Support various tasks across teams as required.,2025-12-28
Software Engineer,Tata Group,IT Services,Kolkata,0-1 Years,Internship,Remote,careers@tatagroup.com,"Collaborate with cross-functional teams to implement new features. Debug, test, and optimize code for high performance. Design, develop, and maintain scalable software applications. Write technical documentation and ensure proper version control.",2025-12-28
HR Executive,Tata Group,IT Services,Nagpur,Fresher,Full Time,On-site,careers@tatagroup.com,"Manage recruitment, onboarding, and employee documentation. Maintain records of employee attendance and leave. Support training and development initiatives. Coordinate HR policies, payroll support, and compliance.",2025-12-29
Graphic Designer,Tata Group,IT Services,Ahmedabad,5+ Years,Full Time,On-site,careers@tatagroup.com,Follow company policies and maintain quality standards. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Coordinate with team members and report progress to management.,2025-12-29
Software Engineer,Tata Group,IT Services,Lucknow,5+ Years,Contract,Hybrid,careers@tatagroup.com,"Debug, test, and optimize code for high performance. Write technical documentation and ensure proper version control. Collaborate with cross-functional teams to implement new features. Participate in code reviews and improve development standards.",2025-12-31
HR Executive,Tata Group,IT Services,Indore,Fresher,Full Time,On-site,careers@tatagroup.com,"Manage recruitment, onboarding, and employee documentation. Assist in employee engagement and performance management. Maintain records of employee attendance and leave. Support training and development initiatives.",2026-01-01
Software Engineer,Tata Group,IT Services,Jaipur,Fresher,Internship,Hybrid,careers@tatagroup.com,"Design, develop, and maintain scalable software applications. Participate in code reviews and improve development standards. Write technical documentation and ensure proper version control. Debug, test, and optimize code for high performance.",2026-01-03
UI/UX Designer,Tata Group,IT Services,Mumbai,0-1 Years,Full Time,On-site,careers@tatagroup.com,Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Follow company policies and maintain quality standards.,2026-01-10
Digital Marketing Executive,Tata Group,IT Services,Lucknow,5+ Years,Full Time,On-site,careers@tatagroup.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Follow company policies and maintain quality standards. Ensure proper documentation and compliance with guidelines.,2026-01-13
UI/UX Designer,Tata Group,IT Services,Lucknow,1-3 Years,Full Time,On-site,careers@tatagroup.com,Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Coordinate with team members and report progress to management. Ensure proper documentation and compliance with guidelines.,2026-01-16
Graphic Designer,Wipro,IT Services,Indore,1-3 Years,Full Time,On-site,careers@wipro.com,Handle assigned responsibilities and ensure timely task completion. Ensure proper documentation and compliance with guidelines. Support various tasks across teams as required. Follow company policies and maintain quality standards.,2025-11-27
HR Executive,Wipro,IT Services,Kolkata,5+ Years,Full Time,On-site,careers@wipro.com,"Assist in employee engagement and performance management. Coordinate HR policies, payroll support, and compliance. Manage recruitment, onboarding, and employee documentation. Maintain records of employee attendance and leave.",2025-12-04
Digital Marketing Executive,Wipro,IT Services,Ahmedabad,0-1 Years,Full Time,On-site,careers@wipro.com,Coordinate with team members and report progress to management. Support various tasks across teams as required. Ensure proper documentation and compliance with guidelines. Follow company policies and maintain quality standards.,2025-12-13
Software Engineer,Wipro,IT Services,Gurgaon,1-3 Years,Internship,On-site,careers@wipro.com,"Design, develop, and maintain scalable software applications. Debug, test, and optimize code for high performance. Participate in code reviews and improve development standards. Write technical documentation and ensure proper version control.",2025-12-19
Graphic Designer,Wipro,IT Services,Kolkata,5+ Years,Full Time,On-site,careers@wipro.com,Follow company policies and maintain quality standards. Handle assigned responsibilities and ensure timely task completion. Support various tasks across teams as required. Coordinate with team members and report progress to management.,2025-12-24
